name,boro,zipcode,score,latitude,longitude,nta,review_count,transactions,price,community_by_nta,median_income_by_com,pop_by_nta,distance,cuisine_type,above_avg
pantry market eatery,Queens,11101.0,9.0,40.74630493,-73.94440734,QN31,108,"['delivery', 'pickup']",2,Q02,80913.0,63271.0,6177.856713535754,bakery_deli_cafe,0
levante,Queens,11101.0,5.0,40.74740418,-73.94158776,QN31,232,"['delivery', 'pickup']",2,Q02,80913.0,63271.0,6450.643406910173,italian_pizza,0
mighty quinn's barbeque,Manhattan,10018.0,12.0,40.7534321,-73.98715067,MN17,1769,"['delivery', 'pickup']",2,M05,120248.0,28630.0,2506.620467612266,american,0
new china,Brooklyn,11219.0,13.0,40.63020617,-74.00430519,BK30,39,"['delivery', 'pickup']",1,K10,76569.0,42419.0,26740.22722966211,e_asian,0
dulce vida latin bistro,Manhattan,10028.0,13.0,40.7772164,-73.95722815,MN40,255,"['delivery', 'pickup']",2,M08,134264.0,61207.0,8565.835689709358,latin_caribbean,0
brooklyn wing house,Brooklyn,11225.0,7.0,40.66897682,-73.95111564,BK63,91,"['pickup', 'delivery']",2,K09,66701.0,39670.0,21999.92664225662,american,0
brooklyn wing house,Queens,11411.0,13.0,40.69318651,-73.73389546,QN33,91,"['pickup', 'delivery']",2,Q13,94789.0,18677.0,21999.92664225662,american,0
land of plenty,Manhattan,10022.0,12.0,40.76070979,-73.96656641,MN19,323,"['pickup', 'delivery']",2,M06,154501.0,51231.0,6555.747636893173,e_asian,0
sapps,Queens,11101.0,27.0,40.74790024,-73.94014731,QN31,189,"['delivery', 'pickup']",2,Q02,80913.0,63271.0,6547.21975890561,e_asian,0
tea magic,Manhattan,10025.0,9.0,40.80534749,-73.96582147,MN09,211,"['delivery', 'pickup']",1,M09,68370.0,55929.0,11361.260608466577,bakery_deli_cafe,0
merzouka,Queens,11102.0,4.0,40.7690999,-73.92470534,QN71,80,"['delivery', 'pickup']",1,Q01,79180.0,27814.0,9164.730071690205,bakery_deli_cafe,0
serafina tribeca,Manhattan,10013.0,4.0,40.71583747,-74.00846638,MN24,145,"['delivery', 'pickup']",2,M02,162092.0,42742.0,1676.296592136316,italian_pizza,0
south brooklyn foundry,Brooklyn,11209.0,7.0,40.63555011,-74.02609986,BK31,290,"['delivery', 'pickup']",2,K10,76569.0,79371.0,8237.791796552097,american,1
matter,Brooklyn,11209.0,13.0,40.63061725,-74.02814425,BK31,102,"['delivery', 'pickup']",2,K10,76569.0,79371.0,8799.250701264451,bakery_deli_cafe,1
plg coffee house and tavern,Brooklyn,11225.0,13.0,40.66003806,-73.95346140000002,BK60,278,"['pickup', 'delivery']",1,K09,66701.0,67459.0,6131.467149793174,bakery_deli_cafe,0
republica,Manhattan,10040.0,4.0,40.86370666,-73.92611265,MN35,209,"['pickup', 'delivery']",2,M12,53507.0,67136.0,18505.63518173686,latin_caribbean,0
phobar,Manhattan,10013.0,9.0,40.71521471,-73.99874466,MN27,240,"['delivery', 'pickup']",2,M03,41302.0,47844.0,1158.8347123505866,e_asian,0
vida verde,Manhattan,10019.0,8.0,40.76499521,-73.98286698,MN17,1174,"['pickup', 'delivery']",2,M05,120248.0,28630.0,6680.543286025254,latin_caribbean,1
yi feng yuan,Queens,11354.0,10.0,40.76134783,-73.83103629,QN22,81,[],2,Q07,54933.0,72008.0,15063.507445697422,e_asian,0
oaxaca taqueria,Manhattan,10027.0,6.0,40.81083169,-73.95813127,MN09,317,"['delivery', 'pickup']",1,M09,68370.0,55929.0,3317.479790404103,latin_caribbean,0
jeju noodle bar,Manhattan,10014.0,13.0,40.73292371,-74.00749433,MN23,589,[],2,M02,162092.0,66880.0,3256.137406146092,e_asian,1
saltwater coffee,Manhattan,10003.0,8.0,40.73054872,-73.9848026,MN22,218,[],2,M03,41302.0,44136.0,2915.532076905985,bakery_deli_cafe,1
sanma japanese restaurant,Staten Island,10314.0,7.0,40.61173074,-74.15883022,SI05,171,"['delivery', 'pickup']",2,S02,82089.0,39597.0,17332.440703596483,e_asian,0
krave cafe & grill,Queens,11105.0,10.0,40.77074974,-73.90307412,QN72,188,"['delivery', 'pickup']",2,Q01,79180.0,47534.0,10590.071640957578,american,0
china jade,Manhattan,10028.0,21.0,40.77739828,-73.95209728,MN32,160,"['delivery', 'pickup']",2,M08,134264.0,77942.0,8746.511509323676,e_asian,0
zaca cafe,Brooklyn,11221.0,0.0,40.68225789,-73.93790975,BK35,123,"['pickup', 'delivery']",2,K03,61186.0,63504.0,5400.396503725904,american,1
flatbush zombie house,Brooklyn,11226.0,12.0,40.65510808,-73.95976469,BK42,102,[],2,K14,65599.0,105804.0,6305.386139545361,american,0
tonchin new york,Manhattan,10018.0,11.0,40.75003374,-73.98435421,MN17,1220,"['delivery', 'pickup']",2,M05,120248.0,28630.0,5052.538311265594,e_asian,1
keilly chinese restaurant,Queens,11356.0,12.0,40.78626914,-73.83594175,QN49,43,"['pickup', 'delivery']",2,Q07,54933.0,30773.0,16082.203260056065,e_asian,0
blu cafe,Manhattan,10069.0,7.0,40.77666668,-73.98922950000002,MN14,51,"['delivery', 'pickup']",1,M07,136735.0,61489.0,7927.199737980541,bakery_deli_cafe,0
mama's too!,Manhattan,10025.0,12.0,40.80086592,-73.96791871,MN12,383,[],2,M07,136735.0,132378.0,10840.163726815495,italian_pizza,0
yummy machi,Staten Island,10303.0,13.0,40.62691020000001,-74.16411893,SI12,69,"['delivery', 'pickup']",1,S01,75180.0,31474.0,16821.073451395136,e_asian,1
bep ga,Manhattan,10002.0,5.0,40.71714959,-73.99347784,MN27,142,"['pickup', 'delivery']",2,M03,41302.0,47844.0,1293.5891476484567,se_asian,0
don angie,Manhattan,10014.0,7.0,40.73773276,-74.00181869,MN23,348,[],3,M02,162092.0,66880.0,3657.076882257761,american,1
royalton hotel,Manhattan,10036.0,2.0,40.75538833,-73.98141484,MN17,255,[],3,M05,120248.0,28630.0,5652.839142461908,american,0
nonna delia's,Queens,11356.0,9.0,40.78295352,-73.84588014,QN23,51,"['pickup', 'delivery']",2,Q07,54933.0,24275.0,15124.257165803929,italian_pizza,0
la mia pizza,Manhattan,10028.0,8.0,40.77442531,-73.95114625,MN32,211,"['delivery', 'pickup']",1,M08,134264.0,77942.0,8452.357622909736,italian_pizza,0
weekends,Brooklyn,11211.0,6.0,40.71156337,-73.96199934,BK73,40,"['pickup', 'delivery']",1,K01,98284.0,45774.0,2821.6648865760917,american,1
sahara's turkish cuisine,Manhattan,10016.0,7.0,40.74140323,-73.97834775,MN20,257,"['delivery', 'pickup']",2,M06,154501.0,50742.0,4216.2212119085825,african_middle_eastern,0
otis,Brooklyn,11206.0,12.0,40.70620039999999,-73.93276932,BK77,321,"['delivery', 'pickup']",2,K04,66275.0,57138.0,5200.877004016516,american,0
taim west village,Manhattan,10014.0,7.0,40.73596514,-74.00183668,MN23,1524,"['delivery', 'pickup']",2,M02,162092.0,66880.0,3458.7033927339808,s_european,1
pilot,Brooklyn,11201.0,10.0,40.69399215,-73.99919583,BK09,190,[],3,K02,111546.0,22887.0,1494.492859635324,american,0
claro,Brooklyn,11215.0,11.0,40.67736621,-73.98611265,BK37,193,"['delivery', 'pickup']",2,K06,155250.0,67649.0,3196.727237508255,latin_caribbean,0
tang hotpot,Manhattan,10002.0,39.0,40.71878828,-73.99465732,MN27,246,"['delivery', 'pickup', 'restaurant_reservation']",3,M03,41302.0,47844.0,1467.6743288380585,e_asian,0
som bo,Manhattan,10011.0,13.0,40.74175111,-74.0010754,MN13,223,"['delivery', 'pickup']",2,M05,120248.0,70150.0,4094.9410633565935,e_asian,0
la margarita pizzeria,Manhattan,10002.0,11.0,40.7215325,-73.98760419,MN27,291,"['pickup', 'delivery']",1,M03,41302.0,47844.0,1875.722295693384,italian_pizza,1
delicias calenas,Queens,11372.0,13.0,40.74907761,-73.87023743,QN28,4,"['delivery', 'pickup']",3,Q03,67201.0,108152.0,9824.174952121806,s_european,0
border burrito,Brooklyn,11211.0,7.0,40.71408566,-73.96154338,BK73,33,"['delivery', 'pickup']",3,K01,98284.0,45774.0,2930.58834915498,latin_caribbean,0
seven grams caffe,Manhattan,10014.0,12.0,40.72738488,-74.00551655,MN24,33,[],2,M02,162092.0,42742.0,2635.34556199851,bakery_deli_cafe,0
oishi sushi,Brooklyn,11222.0,11.0,40.73114178,-73.95442905,BK76,4,"['pickup', 'delivery']",3,K01,98284.0,34719.0,18818.5479729324,e_asian,0
hunt & fish club,Manhattan,10036.0,7.0,40.7564976,-73.98401700000002,MN17,556,[],4,M05,120248.0,28630.0,5774.29402974778,american,0
la parisienne,Manhattan,10038.0,9.0,40.70959852,-74.00955489,MN25,492,"['pickup', 'delivery']",2,M02,162092.0,39699.0,1350.1089630689858,european,1
the queensboro,Queens,11372.0,48.0,40.75536445,-73.88707054,QN28,259,"['delivery', 'pickup']",2,Q03,67201.0,108152.0,10596.140772178562,american,0
pho best ii,Queens,11354.0,12.0,40.75953533,-73.83225376,QN22,231,[],2,Q07,54933.0,72008.0,14933.262188703871,se_asian,0
pizza palace cafe,Queens,11375.0,9.0,40.73345153,-73.84988119,QN17,29,"['delivery', 'pickup']",1,Q06,89160.0,83728.0,12534.394827397406,american,0
basquiat's bottle,Brooklyn,11216.0,2.0,40.68057417,-73.9527043,BK61,69,"['delivery', 'pickup']",2,K08,74429.0,103169.0,4484.9126271408,american,0
gramercy kitchen,Manhattan,10003.0,12.0,40.73511066,-73.98586603,MN21,78,"['delivery', 'pickup']",2,M06,154501.0,27988.0,3375.9284467239195,american,0
tuscany steakhouse,Manhattan,10019.0,8.0,40.76531266,-73.97745188,MN17,133,[],3,M05,120248.0,28630.0,6822.963862045664,american,1
best bagel & coffee,Manhattan,10001.0,12.0,40.75204362,-73.99104175,MN17,3333,"['delivery', 'pickup']",1,M05,120248.0,28630.0,5213.5315009761325,bakery_deli_cafe,1
"the standard, high line",Manhattan,10014.0,10.0,40.74061727,-74.00771894,MN23,659,[],3,M02,162092.0,66880.0,4116.099822470248,american,0
baar baar,Manhattan,10003.0,8.0,40.72451641,-73.99143509999998,MN22,778,"['delivery', 'restaurant_reservation', 'pickup']",3,M03,41302.0,44136.0,2124.5209754934885,s_asian,0
pepo's pizza,Manhattan,10031.0,4.0,40.81908827,-73.9521069,MN06,18,"['delivery', 'pickup']",3,M09,68370.0,22950.0,13128.453283993034,italian_pizza,0
lowerline,Brooklyn,11238.0,7.0,40.67416069,-73.96307341,BK64,178,[],2,K08,74429.0,19849.0,4349.122150049557,american,1
friedmans,Manhattan,10036.0,13.0,40.75972019,-73.98588605,MN17,566,"['delivery', 'pickup']",2,M05,120248.0,28630.0,6075.69408743864,american,0
cofesta,Manhattan,10010.0,7.0,40.7441386,-73.98982663,MN13,44,[],2,M05,120248.0,70150.0,4358.155996538936,bakery_deli_cafe,0
il bastardo,Manhattan,10001.0,27.0,40.75084719,-74.00389074,MN13,881,"['delivery', 'pickup']",3,M05,120248.0,70150.0,5111.647402091066,italian_pizza,0
burrito republic,Queens,11385.0,9.0,40.70065063,-73.89926338,QN20,104,"['delivery', 'pickup']",2,Q05,72781.0,69317.0,8037.004832049034,latin_caribbean,1
sushi me,Queens,11357.0,8.0,40.78832659,-73.81362985,QN49,75,"['pickup', 'delivery']",3,Q07,54933.0,30773.0,17775.287847071817,e_asian,0
scampi,Manhattan,10011.0,4.0,40.73897045,-73.99294162,MN13,247,"['pickup', 'delivery']",3,M05,120248.0,70150.0,3737.290321969826,italian_pizza,0
akino,Queens,11373.0,12.0,40.74149406,-73.88056236,QN50,770,"['delivery', 'pickup']",2,Q02,80913.0,25521.0,10308.184564353824,e_asian,1
the uptown garrison,Manhattan,10033.0,9.0,40.85119565,-73.93928407,MN35,127,"['pickup', 'delivery']",2,M12,53507.0,67136.0,16869.419021157017,american,0
hawaii poke bowl,Staten Island,10314.0,12.0,40.61335620000001,-74.15843791,SI05,132,[],2,S02,82089.0,39597.0,17256.84365783703,e_asian,1
leslie's kitchen,Brooklyn,11237.0,5.0,40.70126983,-73.92671895,BK77,50,"['pickup', 'delivery']",3,K04,66275.0,57138.0,5720.224212038643,american,1
nora thai,Brooklyn,11211.0,12.0,40.71866198,-73.95611509,BK73,76,"['pickup', 'delivery']",2,K01,98284.0,45774.0,3511.5501189140587,se_asian,0
basil cucina & catering,Staten Island,10302.0,8.0,40.6249458,-74.14517990000002,SI28,90,"['delivery', 'pickup']",2,S01,75180.0,20191.0,15547.712798933984,italian_pizza,0
roots cafe,Brooklyn,11215.0,12.0,40.66293472,-73.99175302,BK37,314,"['delivery', 'pickup']",2,K06,155250.0,67649.0,4741.604888418007,american,1
vietnaam,Manhattan,10128.0,13.0,40.77926412,-73.95071301,MN32,800,[],2,M08,134264.0,77942.0,8993.484896521462,se_asian,0
dunkin donuts/baskin robbins,Brooklyn,11212.0,7.0,40.66800758,-73.90642139,BK81,2,[],2,K16,31345.0,58300.0,12821.233956706643,bakery_deli_cafe,0
bangklyn east harlem,Manhattan,10029.0,3.0,40.79022571,-73.94273458,MN33,120,"['delivery', 'pickup']",2,M11,32408.0,57902.0,10374.680019735168,se_asian,1
bua thai ramen & robata grill,Manhattan,10028.0,10.0,40.77629522,-73.95290685,MN32,779,"['delivery', 'restaurant_reservation', 'pickup']",2,M08,134264.0,77942.0,8616.147458180687,se_asian,1
south of the clouds,Manhattan,10011.0,15.0,40.73254239,-73.99707373,MN23,216,"['pickup', 'delivery']",2,M02,162092.0,66880.0,3029.5752880920404,e_asian,0
boris & horton,Manhattan,10009.0,2.0,40.72917856,-73.98126343,MN22,177,[],2,M03,41302.0,44136.0,2862.617989773829,bakery_deli_cafe,1
let's meat,Manhattan,10016.0,11.0,40.74677863,-73.98575527,MN17,1079,"['delivery', 'pickup', 'restaurant_reservation']",3,M05,120248.0,28630.0,4654.617524485395,e_asian,0
debutea,Manhattan,10012.0,8.0,40.72902364,-73.99917376,MN23,193,"['delivery', 'pickup']",1,M02,162092.0,66880.0,2673.947018796335,bakery_deli_cafe,0
myrtle bagel,Brooklyn,11205.0,17.0,40.69311248,-73.96939155,BK69,81,"['pickup', 'delivery']",1,K02,111546.0,34791.0,2512.371997645385,bakery_deli_cafe,0
tiny shanghai,Manhattan,10013.0,7.0,40.71783047,-73.99811692,MN24,272,"['delivery', 'pickup']",2,M02,162092.0,42742.0,1414.2382453400005,e_asian,0
mama fox,Brooklyn,11233.0,13.0,40.68320155,-73.93209673,BK35,100,"['delivery', 'pickup']",2,K03,61186.0,63504.0,5805.243954993727,american,0
el perro,Queens,11372.0,7.0,40.75538077,-73.88691170000001,QN28,16,"['delivery', 'pickup']",2,Q03,67201.0,108152.0,10643.730502245313,s_european,0
com tam ninh kieu,Bronx,10468.0,66.0,40.86683601,-73.89790069,BX30,410,"['delivery', 'pickup']",2,B07,41336.0,32496.0,19704.122229732704,se_asian,0
golden city seafood restaurant,Brooklyn,11204.0,13.0,40.61695625,-73.98541568,BK28,65,[],2,K11,57139.0,88727.0,9871.834701840173,e_asian,0
pho che,Queens,11358.0,38.0,40.75786514,-73.78826042,QN48,353,"['delivery', 'pickup']",2,Q11,92682.0,19996.0,18315.816697737868,se_asian,0
burger joint,Queens,11430.0,7.0,40.64831283,-73.7882815,QN98,2303,"['delivery', 'pickup']",2,Q13,94789.0,0.0,6673.432383196191,american,0
pad thai,Manhattan,10001.0,12.0,40.74992491,-73.9951204,MN13,188,"['pickup', 'delivery']",2,M05,120248.0,70150.0,4963.6002919659395,se_asian,0
salumeria rosi,Manhattan,10023.0,12.0,40.7794735,-73.98098563,MN14,491,"['delivery', 'pickup']",3,M07,136735.0,61489.0,8297.55373399378,italian_pizza,0
san miguel pizza,Brooklyn,11218.0,10.0,40.63875196,-73.96865632,BK41,2,"['pickup', 'delivery']",3,K12,55071.0,36891.0,7705.053149019662,italian_pizza,0
legendary bar & grill,Bronx,10465.0,7.0,40.83086552,-73.82638545,BX52,18,"['delivery', 'pickup']",2,B10,61029.0,44167.0,19875.05975452833,american,1
mokbar,Brooklyn,11217.0,12.0,40.68121533,-73.9754073,BK37,575,"['pickup', 'delivery']",2,K06,155250.0,67649.0,4204.810380087039,e_asian,0
la mercerie,Manhattan,10013.0,9.0,40.72018548,-74.00194808,MN24,184,"['pickup', 'delivery']",2,M02,162092.0,42742.0,1773.0256600230537,european,0
taqueria gramercy,Manhattan,10003.0,7.0,40.73618376,-73.98508277,MN21,90,"['delivery', 'pickup']",3,M06,154501.0,27988.0,3512.2874354237915,latin_caribbean,0
the stonebridge,Queens,11357.0,8.0,40.7868908,-73.82210574,QN49,14,[],3,Q07,54933.0,30773.0,17095.509037846103,bakery_deli_cafe,0
outro,Manhattan,10003.0,4.0,40.73285499,-73.99117784,MN23,296,"['pickup', 'delivery']",2,M02,162092.0,66880.0,3051.708400112773,bakery_deli_cafe,0
bushniwa,Brooklyn,11206.0,10.0,40.70414779,-73.93360094,BK78,160,"['delivery', 'pickup']",3,K04,66275.0,72101.0,5132.889414467697,e_asian,1
shinsen,Manhattan,10013.0,12.0,40.71565931,-73.99643598,MN27,238,"['delivery', 'pickup', 'restaurant_reservation']",2,M03,41302.0,47844.0,1156.2686577656727,e_asian,0
chao thai,Queens,11373.0,12.0,40.741353600000004,-73.8801007,QN29,376,"['delivery', 'pickup']",2,Q04,67143.0,88427.0,10420.630169286793,se_asian,0
lamoon,Queens,11373.0,5.0,40.74316308,-73.88342475,QN29,264,"['delivery', 'pickup']",2,Q04,67143.0,88427.0,10258.77780073699,se_asian,1
lemongrass grill,Brooklyn,11201.0,13.0,40.68864511,-73.99287846,BK33,464,"['pickup', 'delivery']",2,K06,155250.0,38353.0,1868.3529526910168,se_asian,0
battle hill tavern,Brooklyn,11215.0,13.0,40.66010206,-73.99113704,BK32,35,[],2,K07,67871.0,54041.0,5032.982797198249,italian_pizza,1
sushi noz,Manhattan,10075.0,2.0,40.77384626,-73.95836402,MN40,107,"['pickup', 'delivery']",4,M08,134264.0,61207.0,8197.706767509848,e_asian,1
haswell green's,Manhattan,10019.0,10.0,40.76299169,-73.98392158,MN17,314,"['pickup', 'delivery']",2,M05,120248.0,28630.0,6452.475818725346,american,1
cafe luka,Manhattan,10021.0,9.0,40.76693433,-73.95663912,MN31,214,"['delivery', 'pickup']",2,M08,134264.0,80771.0,7542.009071840651,american,0
hungry ghost,Brooklyn,11211.0,11.0,40.71447144,-73.94504723,BK90,164,[],1,K01,98284.0,34158.0,2772.1119215026947,bakery_deli_cafe,0
brooklyn barista,Brooklyn,11237.0,2.0,40.69730866,-73.90714103,BK77,64,"['delivery', 'pickup']",1,K04,66275.0,57138.0,7402.940792615887,american,1
little dumpling,Queens,11362.0,13.0,40.76996566,-73.7360497,QN45,652,"['delivery', 'pickup']",2,Q11,92682.0,24739.0,22944.667012437792,e_asian,0
voyager espresso,Manhattan,10038.0,5.0,40.70877526,-74.00719584,MN25,132,"['pickup', 'delivery']",1,M02,162092.0,39699.0,1112.6595104438832,bakery_deli_cafe,1
spicy shallot,Queens,11373.0,10.0,40.74356823,-73.88785569,QN29,625,"['delivery', 'pickup']",2,Q04,67143.0,88427.0,9924.513661580815,se_asian,0
di an di,Brooklyn,11222.0,4.0,40.72979558,-73.9583267,BK76,187,"['delivery', 'pickup']",4,K01,98284.0,34719.0,4062.113258161461,se_asian,0
oxomoco,Brooklyn,11222.0,27.0,40.73004711,-73.95568542,BK76,307,[],3,K01,98284.0,34719.0,4247.863857495379,latin_caribbean,0
me bakery,Queens,11358.0,12.0,40.75253864,-73.78589165,QN48,7,[],3,Q11,92682.0,19996.0,18312.934198902047,american,1
21 greenpoint,Brooklyn,11222.0,11.0,40.72963977,-73.96011279,BK76,110,"['delivery', 'pickup']",3,K01,98284.0,34719.0,3966.853940669762,american,0
santa salsa,Brooklyn,11237.0,9.0,40.70551336,-73.92271437,BK77,102,"['pickup', 'delivery']",1,K04,66275.0,57138.0,6065.0397851293565,latin_caribbean,0
brooklyn pizza masters,Manhattan,10022.0,10.0,40.75868844,-73.96265457,MN19,154,"['pickup', 'delivery']",3,M06,154501.0,51231.0,6477.021840005289,italian_pizza,1
kahlo,Manhattan,10001.0,12.0,40.75192866,-74.00256981,MN13,126,"['delivery', 'pickup']",3,M05,120248.0,70150.0,5234.792286716744,latin_caribbean,1
coffee & green,Queens,11106.0,28.0,40.75978865,-73.93662073,QN68,2,"['pickup', 'delivery']",1,Q01,79180.0,20030.0,7739.0110566033,american,0
at nine restaurant & bar,Manhattan,10036.0,26.0,40.7587821,-73.99235475,MN15,492,"['delivery', 'pickup']",2,M05,120248.0,45884.0,5924.339153813895,se_asian,0
pie corps,Brooklyn,11222.0,10.0,40.72328065,-73.94200584,BK76,98,"['pickup', 'delivery']",3,K01,98284.0,34719.0,4828.780147626617,bakery_deli_cafe,0
tatsu ramen,Manhattan,10003.0,38.0,40.728975899999995,-73.98429062,MN22,485,['delivery'],2,M03,41302.0,44136.0,2754.698694076504,e_asian,0
serendipity 3,Manhattan,10022.0,13.0,40.76187597,-73.96540346,MN31,4231,[],2,M08,134264.0,80771.0,6743.324238144528,american,0
new shanghai deluxe,Manhattan,10013.0,31.0,40.71552761,-73.99853904,MN27,191,"['pickup', 'delivery']",2,M03,41302.0,47844.0,1170.0381817019265,e_asian,0
manhatta,Manhattan,10005.0,5.0,40.70810817,-74.00876837,MN25,475,[],4,M02,162092.0,39699.0,1286.6017754895847,american,1
good thanks cafe,Manhattan,10002.0,11.0,40.71980073,-73.98937942,MN27,193,"['delivery', 'pickup']",2,M03,41302.0,47844.0,1640.2291870611816,european,1
kin'd,Queens,11366.0,9.0,40.73018202,-73.77842281,QN41,729,"['pickup', 'delivery']",2,Q08,72166.0,17812.0,18401.011784437625,se_asian,1
telegraphe cafe,Manhattan,10011.0,12.0,40.74009319,-73.99556138,MN13,336,"['delivery', 'pickup']",1,M05,120248.0,70150.0,3867.764783473468,bakery_deli_cafe,0
green kitchen,Manhattan,10028.0,13.0,40.77665467,-73.95264302,MN32,296,"['delivery', 'pickup']",2,M08,134264.0,77942.0,8042.756381244335,american,0
percy's pizza,Manhattan,10012.0,3.0,40.72925419,-74.00140353,MN23,236,"['pickup', 'delivery']",1,M02,162092.0,66880.0,2713.245498803044,italian_pizza,0
wonton noodle garden,Manhattan,10013.0,9.0,40.71589815,-73.99831177,MN27,460,"['delivery', 'pickup']",1,M03,41302.0,47844.0,1198.7015613349793,e_asian,0
shanghai 21,Manhattan,10013.0,13.0,40.71436383,-73.99878436,MN27,1673,"['delivery', 'pickup']",2,M03,41302.0,47844.0,1073.675485913138,e_asian,0
the seneca,Queens,11385.0,10.0,40.70440101,-73.91040961,QN20,44,"['pickup', 'delivery']",2,Q05,72781.0,69317.0,7074.257206416929,american,0
kaigo coffee room,Brooklyn,11201.0,12.0,40.69339104,-73.99948793,BK09,156,[],2,K02,111546.0,22887.0,1563.5297646007355,bakery_deli_cafe,1
duck wong,Brooklyn,11214.0,7.0,40.5999501,-73.99055089,BK29,191,"['delivery', 'pickup']",2,K11,57139.0,62978.0,11704.155382786244,e_asian,0
hawa smoothies & bubble tea,Manhattan,10021.0,8.0,40.76625107,-73.95714136,MN31,34,"['pickup', 'delivery']",1,M08,134264.0,80771.0,3082.4381913091493,bakery_deli_cafe,1
lobster joint,Brooklyn,11249.0,10.0,40.71679218,-73.96207571,BK73,659,"['delivery', 'pickup']",2,K01,98284.0,45774.0,4676.725389301891,american,0
grape and grain,Manhattan,10009.0,11.0,40.72405947,-73.98064073,MN28,313,"['delivery', 'pickup']",2,M03,41302.0,72957.0,2362.99982349794,italian_pizza,0
brother jimmy's bbq,Manhattan,10016.0,9.0,40.74462331,-73.98099923,MN20,504,"['pickup', 'delivery']",2,M06,154501.0,50742.0,4490.824788087521,american,0
charley st,Manhattan,10012.0,12.0,40.72076729,-73.99537868,MN24,129,"['delivery', 'pickup']",2,M02,162092.0,42742.0,1725.9518040763965,american,1
golden dragon,Staten Island,10304.0,15.0,40.62547716,-74.07495909,SI37,32,['delivery'],1,S01,75180.0,26453.0,35957.025826075085,e_asian,0
pizza secret,Brooklyn,11217.0,12.0,40.68076837,-73.97752024,BK37,144,"['delivery', 'pickup']",2,K06,155250.0,67649.0,3075.3304491538847,italian_pizza,1
yu kitchen,Manhattan,10025.0,26.0,40.79769069,-73.96954554,MN12,104,"['delivery', 'pickup']",2,M07,136735.0,132378.0,10461.865293000406,e_asian,1
barepas,Manhattan,10031.0,11.0,40.82757226,-73.94590378,MN04,85,"['pickup', 'delivery']",2,M09,68370.0,48520.0,14187.668083659082,s_european,1
beatstro,Bronx,10454.0,8.0,40.8073002,-73.92716167,BX39,321,"['pickup', 'delivery', 'restaurant_reservation']",2,B02,25074.0,52413.0,12640.375942554654,american,0
skal,Brooklyn,11233.0,46.0,40.68264602,-73.9349745,BK61,74,"['delivery', 'pickup']",2,K08,74429.0,103169.0,5622.027746004219,american,0
taiyaki nyc,Brooklyn,11249.0,7.0,40.71430246,-73.96142422,BK73,2901,[],1,K01,98284.0,45774.0,1439.7258094631309,bakery_deli_cafe,1
andrew's classic bklyn luncheonette,Brooklyn,11218.0,11.0,40.63936128,-73.96856235,BK42,61,['delivery'],2,K14,65599.0,105804.0,7643.595541888368,american,0
richmond republic,Staten Island,10312.0,12.0,40.54437955,-74.16234671,SI54,197,"['delivery', 'pickup']",3,S03,108025.0,40720.0,22857.20124371172,american,0
brine,Manhattan,10011.0,11.0,40.74062574,-74.00186929,MN13,124,"['delivery', 'pickup']",2,M05,120248.0,70150.0,3956.793289703695,american,1
ofc chicken v,Brooklyn,11220.0,12.0,40.64272998,-74.01277028,BK34,104,"['delivery', 'pickup']",1,K07,67871.0,72340.0,11205.910364965164,american,0
miss dong burger,Brooklyn,11220.0,13.0,40.64001308,-74.00791624,BK34,13,[],3,K07,67871.0,72340.0,7362.319499672444,e_asian,0
la amistad pizzeria & grill,Manhattan,10029.0,6.0,40.79083482,-73.94228985,MN33,16,"['delivery', 'pickup']",1,M11,32408.0,57902.0,10482.670469286444,italian_pizza,1
ateaz,Manhattan,10028.0,9.0,40.77509337,-73.95377785,MN32,164,"['delivery', 'pickup']",1,M08,134264.0,77942.0,13406.426127734392,bakery_deli_cafe,0
the longshoreman,Brooklyn,11231.0,0.0,40.68474223,-74.00282681,BK33,57,[],3,K06,155250.0,38353.0,2412.218171966761,american,1
vegan love,Manhattan,10009.0,9.0,40.72837743,-73.9834934,MN22,55,"['pickup', 'delivery']",3,M03,41302.0,44136.0,2730.012774452658,american,1
savvy bistro and bar,Brooklyn,11216.0,12.0,40.67443848,-73.95008057,BK61,101,"['pickup', 'delivery']",2,K08,74429.0,103169.0,5062.688936618152,latin_caribbean,0
the vnyl,Manhattan,10003.0,12.0,40.73239357,-73.98784391,MN22,150,"['pickup', 'delivery']",2,M03,41302.0,44136.0,3056.2317908061705,american,0
king of the sea,Brooklyn,11216.0,9.0,40.68700048,-73.95464683,BK69,132,[],3,K02,111546.0,34791.0,3906.043650184383,american,0
katana kitten,Manhattan,10014.0,13.0,40.73426048,-74.00622074,MN23,74,"['delivery', 'pickup']",2,M02,162092.0,66880.0,3363.180571362766,e_asian,0
the buren,Brooklyn,11221.0,13.0,40.69186315,-73.92619564,BK78,63,"['delivery', 'pickup']",2,K04,66275.0,72101.0,5945.504506647945,bakery_deli_cafe,0
asian king,Brooklyn,11235.0,12.0,40.58759482,-73.96035998,BK25,54,"['pickup', 'delivery']",3,K15,75127.0,44316.0,13407.079476510151,e_asian,1
the donut pub,Manhattan,10003.0,13.0,40.72987705,-73.99299309999998,MN23,110,"['delivery', 'pickup']",1,M02,162092.0,66880.0,2711.309231992271,bakery_deli_cafe,0
